timestamp,AccX,AccY,AccZ,LinearAccelerometerSensor
1587492294882,-0.5114863586425782,1.7952168273925782,9.409882049560547,0.05737277277662747
1587492294919,-0.7325765991210937,1.668131103515625,9.692943420410156,0.08129054349848505
1587492294984,-0.6589297485351563,1.620230712890625,9.669292602539063,0.022068227223675504
1587492295051,-0.6746470642089845,1.6946260070800783,9.609566802978517,0.01892482716341478
1587492295119,-0.4858895874023438,1.5878979492187502,9.741741943359376,0.06002521127788051
1587492295188,-0.46493316650390626,1.310973815917969,9.86224136352539,0.08109005609214986
1587492295252,-0.5498066711425782,1.3343252563476564,9.711953887939453,0.04433089121590053
1587492295319,-0.5469625854492188,1.4313235473632813,9.566905517578126,0.05501312743104273
1587492295388,-0.6271957397460938,1.5754737854003906,9.569300537109376,0.04187766137142446
1587492295451,-0.5860313415527344,1.5792160034179688,9.680369567871095,0.026216016411058442
1587492295519,-0.5581892395019532,1.5786172485351564,9.667646026611328,0.008836173215763278
1587492295585,-0.6363267517089845,1.5188914489746095,9.748028869628907,0.03091897562215771
1587492295651,-0.6692582702636719,1.4929953002929688,9.58726318359375,0.038531158165383564
1587492295719,-0.6619235229492187,1.4709910583496095,9.576635284423828,0.014008979644863086
1587492295785,-0.5589376831054688,1.5455360412597656,9.712852020263673,0.04699925903693274
1587492295851,-0.4998106384277344,1.6257691955566407,9.632319488525392,0.03396215668687548
1587492295919,-0.32063323974609376,1.7920733642578126,9.683662719726563,0.06936613314353357
1587492295988,-0.36404296875000003,1.8567388916015626,9.529183959960937,0.045931190952510734
1587492296051,-0.36643798828125,1.935026092529297,9.508077850341797,0.03022701590965606
1587492296119,-0.39248382568359375,1.9477496337890625,9.774374084472656,0.06408782279945446
1587492296188,-0.4836442565917969,2.1354592895507816,9.567204895019533,0.06584169292835057
1587492296251,-0.5128335571289063,2.173330535888672,9.374854888916015,0.06569425719596088
1587492296319,-0.5804928588867188,1.9573297119140627,9.668843536376954,0.08084357280470479
1587492296385,-0.4255650329589844,2.115850067138672,9.541907501220704,0.04654925805135523
1587492296452,-0.5230123901367187,2.1547691345214846,9.61450653076172,0.0325816971437817
1587492296519,-0.8077203369140625,2.0778291320800784,9.724378051757814,0.09747967821225338
1587492296588,-0.787811737060547,1.738484802246094,9.910441131591798,0.060784138392317645
1587492296652,-0.8116122436523437,1.8024018859863282,9.545350341796876,0.06755205492745725
1587492296719,-0.6956034851074219,1.6389418029785157,9.668394470214844,0.06139632697143452
1587492296787,-0.6342311096191406,1.4049783325195313,9.677675170898437,0.06682830881937894
1587492296851,-0.810714111328125,1.2695100402832031,9.498348083496094,0.07640844953256855
1587492296919,-0.651295623779297,1.23822509765625,9.792636108398439,0.07625609036462223
1587492296988,-1.0810519409179689,0.9901908874511719,9.819580078125,0.11811418049287302
1587492297051,-1.1960128784179689,0.9725276184082031,9.673783264160157,0.06482991638981464
1587492297119,-1.239422607421875,1.2183164978027345,9.408983917236329,0.09624435216921513
1587492297189,-1.294208679199219,1.317111053466797,9.61121337890625,0.054131837373295195
1587492297251,-1.2976515197753906,1.242715759277344,9.636959838867188,0.01793217670804604
1587492297319,-1.3054353332519533,1.2171189880371094,9.768685913085937,0.037701773141584814
1587492297387,-1.214125213623047,1.4301260375976563,9.523645477294922,0.07622867821765528
1587492297451,-1.2852273559570313,1.4648538208007813,9.588161315917969,0.024915564399401804
1587492297519,-1.2293934631347656,1.5196398925781252,9.528435516357423,0.026120440899015804
1587492297588,-1.2385244750976563,1.6518150329589845,9.652377777099609,0.04672267883437621
1587492297652,-1.1654763793945313,1.679956512451172,9.690847778320313,0.03409579790111382
1587492297718,-1.1187734985351563,1.5988252258300781,9.815837860107422,0.041076940470778874
1587492297788,-1.0154882812500001,1.8962567138671875,9.647138671875,0.08298104284623403
1587492297851,-1.136436767578125,1.7419276428222656,9.882449340820314,0.06235671688330259
1587492297918,-0.9565109252929688,1.4233900451660157,9.692943420410156,0.09517317534314927
1587492297988,-0.9657916259765625,1.0924282836914063,9.572144622802735,0.10998488732322638
1587492298051,-0.7045848083496095,1.1403286743164063,9.7956298828125,0.08263691825395776
1587492298119,-0.484991455078125,1.1274554443359375,9.90340576171875,0.07872338291634494
1587492298188,-0.5755531311035157,1.4730867004394532,9.430988159179687,0.14722500392395504
1587492298251,-0.3050656127929688,1.5552658081054689,9.700727233886719,0.07868070968885765
1587492298319,-0.4240681457519532,1.871408386230469,9.42440185546875,0.11870917652790215
1587492298385,-0.4620890808105469,1.8503022766113282,9.531878356933595,0.019222139137294703
1587492298451,-0.4171824645996094,1.9820283508300782,9.538165283203126,0.03551382634369741
1587492298519,-0.45939468383789067,2.063159637451172,9.38937469482422,0.04695621410892804
1587492298585,-0.3894900512695313,2.187700653076172,9.464368743896484,0.04243391973392012
1587492298651,-0.48559020996093755,2.2610481262207034,9.605525207519532,0.05109488558210399
1587492298719,-0.4245172119140625,2.1315673828125,9.909393310546875,0.08967662284676488
1587492298788,-0.6562353515625,2.0071760559082032,9.87511459350586,0.0680573253527804
1587492298851,-0.05643264770507813,1.6696279907226563,9.964778137207032,0.16724169268280126
1587492298918,-0.26914031982421877,1.9975959777832033,9.752070465087892,0.07735136726362407
1587492298988,-0.18516494750976564,1.3968951416015625,10.075996856689454,0.15308041846662115
1587492299052,-0.425115966796875,1.2864248657226562,9.684111785888673,0.11582580151151368
1587492299119,-1.1057505798339844,0.8803193664550781,9.589358825683595,0.2224801888703959
1587492299187,-1.2168196105957032,1.3718971252441408,9.359137573242188,0.1375334950817562
1587492299252,-1.3451028442382813,1.4977853393554688,9.387279052734376,0.08629022031102637
1587492299319,-1.2015513610839845,1.3343252563476564,9.709109802246095,0.08972437617031331
1587492299388,-1.1904743957519532,1.2898677062988282,9.825867004394532,0.05354032607617605
1587492299451,-1.2614268493652345,1.5114070129394532,9.361831970214844,0.12820246083314035
1587492299519,-0.9434880065917969,1.6863931274414063,9.421707458496094,0.1019418969717714
1587492299588,-0.8253836059570313,2.0419038391113284,9.640702056884766,0.13075491401731631
1587492299651,-1.1825408935546875,1.851200408935547,9.759105834960938,0.09497021254310266
1587492299719,-1.0627899169921875,1.9847227478027345,9.838889923095703,0.05715777355245367
1587492299788,-0.6135740661621094,1.7896783447265625,9.685009918212891,0.16233088990355368
1587492299852,-0.5034031677246094,1.5280224609375002,9.832752685546875,0.07808881555950689
1587492299918,-0.4578977966308594,0.8295748901367188,10.106084289550783,0.1853386776610335
1587492299989,-0.1279838562011719,1.5953823852539064,9.370663604736329,0.22669801411369978
1587492300052,-0.0520916748046875,1.32923583984375,9.783355407714843,0.08188717622661686
1587492300119,-0.04685256958007813,1.5449372863769533,9.268875274658203,0.12241576572450422
1587492300186,-0.18770965576171875,1.5108082580566407,9.497300262451173,0.05196997776024345
1587492300252,0.002245330810546875,1.5732284545898438,9.601184234619142,0.0435187613932
1587492300318,-0.2321672058105469,1.5024256896972656,9.58441909790039,0.05183059808083325
1587492300386,-0.38350250244140627,1.6462765502929688,9.662257232666017,0.06312909433874714
1587492300452,-0.7384144592285157,1.7245637512207033,9.751771087646485,0.10852890927724475
1587492300519,-0.9695338439941407,1.4462924194335938,10.113868103027345,0.14250516056876944
1587492300587,-0.8397537231445313,1.336271209716797,9.960137786865236,0.04688286826967187
1587492300652,-0.7475454711914062,1.3066328430175782,9.89861572265625,0.03691923499810986
1587492300718,-0.7485932922363282,0.8758287048339845,9.89666976928711,0.11254477442535403
1587492300785,-0.779578857421875,0.910107421875,9.610614624023437,0.07563456633499882
1587492300852,-0.9367520141601563,0.7301815795898438,9.679022369384766,0.06739284159569067
1587492300918,-0.8096662902832031,0.8122109985351563,9.567504272460939,0.03708543165645225
1587492300985,-0.9407936096191407,0.8753796386718751,9.481582946777344,0.04365843961780926
1587492301052,-0.8887019348144531,1.0523117065429688,9.63561264038086,0.058394431048689445
1587492301118,-0.9038204956054688,1.071621551513672,9.821675720214845,0.05701286874322051
1587492301186,-0.7438032531738281,1.2313394165039062,9.990674285888673,0.08140494111166696
1587492301252,-0.8951385498046875,1.3629158020019532,9.654024353027344,0.08741695699470271
1587492301319,-0.7912545776367188,1.5250286865234375,9.69069808959961,0.06662245534908956
1587492301385,-0.7979905700683594,1.522034912109375,9.81853225708008,0.016829030294022974
1587492301452,-0.7542814636230469,1.7295034790039063,9.595496063232423,0.07478623322779375
1587492301519,-0.4278103637695313,1.7128880310058594,9.47514633178711,0.09532301848038996
1587492301585,-0.5992039489746094,1.8386265563964845,9.368567962646486,0.054815227962761115
1587492301652,-0.8002359008789063,1.6649876403808594,9.69788314819336,0.09823796021655104
1587492301719,-0.6300398254394531,1.652413787841797,9.802665252685548,0.05418377783618588
1587492301786,-0.6450086975097656,1.6661851501464844,9.794282684326172,0.01318960821115164
1587492301852,-0.6156697082519531,1.7140855407714846,9.725276184082032,0.018011300585583135
1587492301919,-0.6987469482421875,1.9017951965332032,9.567803649902345,0.06743477966212863
1587492301985,-0.8170010375976563,1.8741027832031252,9.627230072021485,0.03455656663852313
1587492302052,-0.8229885864257813,1.8321899414062501,9.49340835571289,0.034667594121297295
1587492302118,-0.850082244873047,1.796114959716797,9.616302795410157,0.026711183905270754
1587492302186,-0.7583230590820312,1.7104930114746095,9.361532592773438,0.06613785749995295
1587492302251,-0.6616241455078126,1.7488133239746095,9.354796600341798,0.03369100539914725
1587492302318,-0.5945635986328125,1.8899697875976564,9.38503372192383,0.043610443498587295
1587492302386,-0.5742059326171876,1.806892547607422,9.88229965209961,0.1262322173983824
1587492302452,-0.45235931396484375,1.9167640686035157,9.787247314453126,0.047255482687393824
1587492302519,-0.41388931274414065,2.056872711181641,9.880054321289062,0.04665529270600177
1587492302585,-0.35131942749023437,2.090702362060547,9.744586029052735,0.03824568433172123
1587492302652,-0.2501298522949219,2.106419677734375,9.514364776611329,0.07170726699614033
1587492302718,-0.2912942504882813,2.06211181640625,9.549841003417969,0.01188118807839217
1587492302785,-0.13097763061523438,2.11480224609375,9.44071792602539,0.05018016338971467
1587492302852,-0.14504837036132814,2.1823118591308597,9.341773681640625,0.03806720337806328
1587492302918,-0.16645385742187502,2.19144287109375,9.460476837158204,0.025191057024400526
1587492302985,-0.0383203125,2.3935226440429687,9.489965515136719,0.059012055400731386
1587492303052,-0.08247848510742188,2.5568330383300784,9.529034271240235,0.05461418587702638
1587492303118,-0.09535171508789063,2.4625291442871093,9.501042480468751,0.011716061522595233
1587492303185,-0.3658392333984375,2.549049224853516,9.348659362792969,0.08121960455163232
1587492303252,0.06421646118164062,1.9401155090332032,10.160870361328126,0.25937392285584193
1587492303319,-0.5080435180664062,1.8949095153808595,9.776769104003908,0.13823969654827808
1587492303386,-0.5842350769042969,1.2171189880371094,10.483299865722657,0.26729117501681865
1587492303452,-0.9196875,1.120869140625,9.826316070556642,0.16461854079220717
1587492303518,-1.2557386779785158,1.0840457153320313,9.642198944091797,0.13441098581926633
1587492303586,-1.143472137451172,1.0791059875488282,9.45643524169922,0.06599857995099985
1587492303652,-1.2281959533691407,1.1413764953613281,9.50298843383789,0.02554804338867506
1587492303719,-1.0870394897460938,1.4798226928710938,9.449399871826172,0.09420402865989912
1587492303786,-0.999920654296875,1.235979766845703,9.760752410888673,0.08876271987202043
1587492303852,-0.8677455139160156,1.4891033935546876,9.64279769897461,0.07150406847194021
1587492303918,-0.8571176147460938,1.8440153503417969,9.339678039550781,0.12042033949478921
1587492303985,-1.0626402282714844,1.8441650390625002,9.368717651367188,0.05388658980879803
1587492304052,-1.1787986755371094,1.9115249633789064,9.46601531982422,0.05615681976426898
1587492304119,-1.1749067687988282,2.082768859863281,9.541308746337892,0.04968065270706031
1587492304184,-1.09452392578125,2.225721588134766,9.563163299560548,0.05094074326877301
1587492304252,-0.9668394470214844,2.205513610839844,9.805060272216798,0.07335077769625195
1587492304319,-0.9595046997070313,2.039209442138672,10.077643432617188,0.14672578854336513
1587492304388,-0.6503974914550782,1.0283615112304687,10.800190887451173,0.3033460687894214
1587492304452,-0.8984317016601563,1.3695021057128907,9.509275360107422,0.2833106120939813
1587492304519,-0.12663665771484375,1.7241146850585938,9.134305114746095,0.2628440449514964
1587492304588,-0.3146456909179688,1.542093200683594,9.30270492553711,0.04419439528602143
1587492304651,-0.49636779785156254,1.1755055236816407,9.226663055419923,0.09350325090274908
1587492304719,-0.35625915527343754,1.7387841796875,9.39087158203125,0.128518664848528
1587492304788,-0.3691323852539063,2.024989013671875,9.33099609375,0.10200222500471726
1587492304852,-0.32587234497070316,1.9904109191894532,9.716444549560547,0.09705215877530517
1587492304919,0.01676513671875,2.152074737548828,9.624385986328125,0.09914030833430494
1587492304989,-0.154478759765625,2.212998046875,9.503587188720704,0.045001352217281534
1587492305051,-0.10014175415039063,2.2158421325683593,9.476044464111329,0.018201995072926733
1587492305119,0.03397933959960937,2.251168670654297,9.647138671875,0.05401960409198917
1587492305185,-0.010328521728515625,2.1748274230957034,9.799222412109376,0.05060240168151708
1587492305251,-0.33979339599609376,2.1631517028808593,10.510992279052735,0.20979903164573896
1587492305319,-0.4827461242675781,1.3524375915527345,10.530451812744142,0.20041876122343574
1587492305387,-0.41448806762695317,1.5468832397460939,9.63995361328125,0.20957374727583314
1587492305452,-0.5674699401855469,1.6004718017578126,8.96500717163086,0.224349274129923
1587492305519,-1.088386688232422,1.3909075927734376,8.721014556884766,0.20093917422103472
1587492305589,-1.6148419189453125,1.2002041625976563,9.134754180908203,0.2181683289455788
1587492305652,-1.1234138488769532,0.6201603698730469,10.510842590332032,0.35595156872741274
1587492305719,-1.047671356201172,1.0722203063964844,9.698481903076173,0.2091275287234944
1587492305785,-1.0481204223632814,1.7408798217773438,9.157207489013672,0.21005690372717042
1587492305852,-1.0901829528808595,1.7112414550781252,9.690997467041017,0.10791238931743288
1587492305919,-1.0843450927734375,1.7476158142089844,9.900861053466798,0.08041075244351542
1587492305985,-0.9072633361816407,1.9989431762695313,9.453291778564454,0.12181995598747843
1587492306052,-0.9809101867675781,1.9887643432617188,9.428443450927736,0.03326829904104795
1587492306119,-1.1358380126953125,1.7467176818847656,9.770931243896484,0.1050143927966446
1587492306185,-1.289718017578125,1.9465521240234376,9.812544708251954,0.06735166124471566
1587492306252,-0.8451425170898438,1.4166540527343752,10.739417266845704,0.28685572958887545
1587492306318,-0.26809249877929686,1.0136920166015626,10.66307601928711,0.21805570688992149
1587492306385,-0.4087998962402344,1.368753662109375,9.102720794677735,0.4239837726364109
1587492306452,-0.10014175415039063,1.610351257324219,8.935069427490236,0.14517067911175457
1587492306518,-0.026794281005859375,1.4108161926269531,9.228309631347656,0.06853840745049267
1587492306586,-0.42945693969726567,1.5593074035644532,9.452693023681642,0.1172140156464515
1587492306652,-0.3047662353515625,2.002236328125,9.18774398803711,0.12802110135334718
1587492306719,-0.29458740234375,2.0242405700683594,9.514364776611329,0.07777660565908844
1587492306786,-0.2508782958984375,2.0817210388183596,9.69593719482422,0.06792896974337856
1587492306852,-0.25731491088867187,2.2770648193359375,9.50912567138672,0.05892078773389782
1587492306919,-0.40670425415039063,2.195185089111328,9.754016418457033,0.06102331854400266
1587492306986,-0.23710693359375,1.9191590881347658,9.980046386718751,0.10475267890468785
1587492307051,-0.6248007202148438,1.8181192016601564,9.813592529296875,0.09182489181846276
1587492307119,-0.055085449218750006,1.6143928527832032,10.233319702148439,0.17844859487417372
1587492307186,-0.5179229736328125,1.9619700622558596,9.588011627197266,0.17387764921573837
1587492307251,-0.3597019958496094,1.3126203918457031,10.014923858642579,0.16409763920278594
1587492307319,-0.6999444580078126,1.1811936950683595,9.483379211425781,0.1672465574718556
1587492307384,-0.6843768310546875,1.2246034240722656,9.027427368164062,0.14393550772498023
1587492307452,-0.8815168762207032,1.51365234375,9.267378387451172,0.09498830813447899
1587492307519,-0.48379394531250003,1.2969030761718752,10.150392150878906,0.2485649291236113
1587492307585,-0.6628216552734375,1.3801300048828127,9.464069366455078,0.12000969014562274
1587492307652,-1.018032989501953,1.3067825317382813,9.301058349609375,0.11797722049607703
1587492307719,-0.6863227844238282,1.5943345642089846,9.626930694580079,0.11122956977620095
1587492307785,-0.8834628295898438,1.3418096923828127,9.939181365966798,0.11021527412603045
1587492307852,-0.8063731384277344,1.7803976440429687,9.539662170410157,0.12482676734123176
1587492307919,-0.931512908935547,1.9734960937500001,9.50478469848633,0.08303541355534728
1587492307985,-1.0448272705078125,2.0468435668945313,9.665400695800782,0.059803754614853814
1587492308052,-0.9276210021972656,1.8742524719238283,9.784253540039064,0.0541754134889756
1587492308119,-0.9380992126464844,1.798509979248047,9.709259490966797,0.028763153767017446
1587492308187,-0.7845185852050781,1.4844630432128907,10.101443939208984,0.13402353145586687
1587492308251,-0.6938072204589845,1.41545654296875,9.987830200195313,0.05059479135355788
1587492308319,-0.4486170959472656,1.265917510986328,9.499695281982422,0.14897991642266886
1587492308388,-0.209564208984375,1.204545135498047,9.387129364013672,0.1007657852912243
1587492308452,-0.2896476745605469,1.1302995300292968,9.324709167480469,0.030376260911250494
1587492308519,0.19624191284179687,1.3934523010253907,9.964029693603516,0.19860764132222808
1587492308585,-0.11226654052734375,1.3365705871582032,10.034533081054688,0.07287542922908208
1587492308652,-0.0016465759277343752,1.8410215759277344,9.481582946777344,0.17702998353689872
1587492308719,-0.11226654052734375,1.7256115722656251,9.560169525146485,0.026681703692585337
1587492308785,-0.15417938232421877,1.6866925048828125,9.447753295898439,0.035967501307208036
1587492308851,-0.042810974121093755,1.8522482299804688,9.459429016113281,0.04613523325621505
1587492308919,-0.3008743286132813,1.8985020446777345,9.333091735839844,0.06909863078894415
1587492308986,-0.22647903442382813,1.5688874816894531,10.034533081054688,0.18259333027174598
1587492309052,-0.43230102539062504,1.9606228637695313,9.96373031616211,0.09727512081346971
1587492309119,-0.21944366455078126,1.131646728515625,10.707383880615234,0.2712671449499742
1587492309188,-0.4513114929199219,1.08015380859375,9.71315139770508,0.21466656410978371
1587492309252,-0.7879614257812501,1.0508148193359375,8.997639312744141,0.24936905764105294
1587492309319,-0.861009521484375,0.8970845031738282,9.529034271240235,0.09715316497824801
1587492309388,-0.8982820129394532,0.8261320495605469,9.840686187744142,0.10292682980002266
1587492309452,-0.6960525512695312,0.662222900390625,10.209818572998048,0.13403909382156934
1587492309519,-0.5837860107421875,0.8140072631835938,9.92106903076172,0.06389904299518766
1587492309588,-0.5553451538085937,1.126707000732422,9.509724426269532,0.1426870341837464
1587492309652,-0.5902226257324219,1.3936019897460938,9.623338165283204,0.08165306340628545
1587492309719,-0.7289840698242188,1.4084211730957032,9.607022094726563,0.04497193323846257
1587492309786,-0.6369255065917969,1.665436706542969,9.495803375244142,0.07880208815252737
1587492309852,-0.5028044128417969,1.4018348693847658,9.652677154541015,0.06900157919070395
1587492309919,-1.1789483642578125,1.4627581787109376,9.063801727294923,0.19707528581315387
1587492309986,-1.2175680541992189,1.4325210571289064,9.601483612060548,0.11222833776121607
1587492310052,-1.1722123718261719,1.633553009033203,9.989327087402344,0.14131995583894646
1587492310118,-0.6050418090820313,0.661025390625,11.091185760498048,0.4179210003366391
1587492310188,-0.3921844482421875,1.099463653564453,9.042246551513673,0.5755117463419318
1587492310252,0.4776567077636719,1.4611116027832032,9.605225830078126,0.27227442176695554
1587492310319,-0.21121078491210937,0.7191046142578126,9.933792572021485,0.24794575095082003
1587492310388,-0.0014968872070312501,0.7929011535644531,9.761650543212891,0.029233879116812148
1587492310452,0.17468673706054688,0.8225395202636719,9.538015594482422,0.07802184236512062
1587492310519,-0.06511459350585938,0.8346643066406251,9.347162475585938,0.07857814646187171
1587492310585,-0.20911514282226565,0.5800437927246094,9.896370391845704,0.14376607199849661
1587492310652,-0.2567161560058594,0.7610174560546875,10.472522277832033,0.17865877550831258
1587492310718,-0.5161267089843751,0.9560618591308594,9.367220764160157,0.24968759318306635
1587492310785,-0.49097900390625004,1.1349398803710937,9.699978790283204,0.06491262680375391
1587492310852,-0.0061372375488281256,0.8457412719726562,10.111473083496094,0.17098059764192652
1587492310919,0.11181747436523438,1.0232720947265626,9.65147964477539,0.10992442973181614
1587492310985,0.1347198486328125,1.0160870361328125,9.565408630371094,0.04848928732433012
1587492311052,0.1866618347167969,1.0627899169921875,9.950707397460938,0.08823996695584282
1587492311119,0.19549346923828126,1.0403366088867188,10.03947280883789,0.04414596683282843
